Length,Time
128,0.019488016764322918
256,0.0258179505666097
512,0.0532377560933431
1024,0.10955588022867839
2048,0.22659993171691895
4096,0.4414098262786865
8192,0.7556502819061279
16384,1.5824937025705974
32768,3.1941383679707847
65536,6.491833925247192
