Length,Time
128,0.001697222391764323
256,0.0005888144175211588
512,0.0006221135457356771
1024,0.0005869865417480469
2048,0.0008376439412434896
4096,0.0020596186319986978
8192,0.0005873839060465494
16384,0.0007665157318115234
32768,0.0006613731384277344
65536,0.0006992816925048828
