Length,Time
128,0.0012825330098470051
256,0.0007376670837402344
512,0.000736395517985026
1024,0.0006468296051025391
2048,0.0009096463521321615
4096,0.002016862233479818
8192,0.0006074110666910807
16384,0.0006879965464274088
32768,0.0007212956746419271
65536,0.0007382233937581381
